spike_times,unit_ids
-0.9817781743484503,8
-0.9694997500609506,6
-0.9592711976810299,7
-0.9539973579782473,7
-0.928811351539771,8
-0.9055570392440716,8
-0.9021658393489985,7
-0.8992219986225733,8
-0.8839273594930838,7
-0.8829329835723941,9
-0.8570083179471641,9
-0.8047570122019555,5
-0.7192276375591442,5
-0.7134587478717156,6
-0.6810243697062387,8
-0.6490849874479213,9
-0.558469498626623,9
-0.5344019818675398,6
-0.5258261709126748,7
-0.5083841248831676,7
-0.5074823061811361,5
-0.4973629068948079,5
-0.4573553652924234,6
-0.45047111767626447,9
-0.4230961153736409,5
-0.41568568807689976,11
-0.40916673943098925,6
-0.35078969788393644,10
-0.31699322658364315,8
-0.30906226189753405,3
-0.2963421406199763,7
-0.2775478847384947,5
-0.20518869645835158,5
-0.14453941598899278,7
-0.11229581724170024,9
-0.10278424204667325,4
-0.025605192333833515,12
-0.013789255520397115,12
0.010123167692437374,4
0.018394103233259296,4
0.03785811387212268,9
0.0456669659309744,9
0.04891239851543143,10
0.04951804514464187,10
0.05273394899450401,12
0.055193465142411725,10
0.05613841341475425,9
0.06357880788099989,9
0.06532738913002578,10
0.08631982390115223,10
0.09043734021237881,12
0.09060801954408904,7
0.1033634423372154,6
0.170694929987536,6
0.2029430857320642,4
0.22694704248117814,3
0.3216161028349973,4
0.32325742818922754,4
0.3258688541628594,7
0.338985493372185,5
0.35487908755944564,8
0.43164205499368635,6
0.5416645025241484,6
0.5619263791844606,11
0.5888977841391714,5
0.6338440103125553,5
0.6459129458824919,6
0.6816070805060357,8
0.682132702100517,3
0.7440361715855663,8
0.7492252292529424,7
0.7529267337560992,12
0.7701954572038505,5
0.7970094687947469,7
0.825235353822853,8
0.8364860725812377,12
0.8563682966346287,5
0.8677032984759461,7
0.8779428414112722,6
1.0062725171601754,7
1.0326006966023906,6
1.0444865201096087,6
1.062709263136296,6
1.081270243220213,6
1.0974675787331722,4
1.2101911363763733,9
1.2128581193191799,4
1.220085586104947,10
1.2268303918715797,12
1.2279554601307263,9
1.231700196104433,7
1.2345071995855557,10
1.2457809516380005,6
1.2517198314284728,7
1.264611661187159,1
1.2701873017352876,7
1.274859802996413,6
1.31738726323789,7
1.3270035382161116,4
1.3551287236845648,2
1.452182667445323,6
1.5012295032817167,8
1.5399871061972217,6
1.5528259214839937,8
1.5903723895374073,6
1.613669478534528,8
1.6211066615636658,12
1.7022733430337138,5
1.7060189109347201,5
1.7129796823766446,7
1.7168255036860236,8
1.7321277790008167,12
1.7971083770541585,4
1.8566371251754508,5
1.8615146512071294,8
1.8654569667080265,12
1.9272399541785057,5
1.9333096380873391,5
1.939757653415278,10
1.9517041589250692,6
1.973279157002351,9
1.974552258629889,12
1.9810102840013466,8
2.0108376514802986,8
2.011353644767419,9
2.090289770054408,1
2.0912866767861336,8
2.1111974823061512,9
2.156437042671086,6
2.1732943200708457,6
2.250242898164595,6
2.2773811829811326,11
2.293591844264493,5
2.319313637590415,8
2.3253996981592677,4
2.359491151219755,5
2.3881699262065217,7
2.4242220092469764,9
2.4484455219783197,8
2.492625104290859,9
2.5015162946871996,5
2.511342398860938,5
2.523097844170149,10
2.5492266647061204,6
2.5538542844013206,10
2.558404249735805,9
2.573437888123286,8
2.575474177875879,7
2.6201325978015366,11
2.631837212169799,8
2.649632899047215,4
2.649963930777765,5
2.659984046034179,3
2.7024840839871094,5
2.7145959227000622,6
2.7464914051180243,4
2.7771469159274367,9
2.798295178966775,5
2.8093611554785136,5
2.8101133946791808,5
2.8172222002012157,3
2.8421189231357085,12
2.849223410494178,4
2.867072318580104,5
2.905381976419264,8
2.906354385094736,9
2.9132405525564713,5
2.9402302414249575,7
2.950061967050805,8
2.950607146937556,8
2.969302535619099,10
2.969914397814603,12
5.088702533757056,5
5.116898040708364,8
5.119762131819251,6
5.120635871100601,5
5.1363714755867695,3
5.177010484276747,5
5.178035966869752,10
5.181928130495271,12
5.187043748557524,7
5.190687720663666,11
5.232212695146817,8
5.279979093660284,7
5.323679236404244,7
5.3274973521779145,6
5.373309316279753,12
5.3838912213732115,8
5.543552861113989,8
5.5567628930139294,7
5.5716126894699,7
5.622086700227873,4
5.624237995913992,8
5.663537372016711,10
5.668643219924431,7
5.769492933191937,7
5.861785621013517,12
5.862363708746745,4
5.872123908944151,9
5.890527280739895,6
5.899574573274569,8
5.906472110964547,8
5.9293759891275855,7
5.9461154621336325,12
5.949520623657643,4
6.009264046009205,9
6.054191985006967,12
6.067064869471559,8
6.078624279682198,5
6.103647073644854,7
6.109523277644063,9
6.122155919709727,5
6.126749940945535,7
6.151726656217328,4
6.163518063897744,5
6.173840576174848,6
6.2212634739104145,8
6.227115184399258,2
6.229673649478407,7
6.249325362406534,9
6.254977324663965,8
6.2551606055911275,6
6.256091677915545,4
6.257759443821298,4
6.2688293538779485,7
6.277654345298821,4
6.278544145326775,8
6.303349759465503,8
6.303805387024589,4
6.308725430548405,7
6.369042038712754,5
6.418698646673421,5
6.443944323865899,12
6.480291237556386,4
6.48481946483016,7
6.496978279628932,8
6.509281309527528,7
6.5537552962944075,5
6.567551811597449,6
6.5772611064805115,7
6.623444135591097,8
6.6447076899494455,7
6.666998343382288,9
6.669811229314172,8
6.670394483291802,9
6.673208556387841,7
6.684163497431815,8
6.7121934517956925,6
6.716325436065681,2
6.72616459279727,6
6.728539722096151,5
6.740944205582764,5
6.7945745811207345,8
6.798005407740261,9
6.863319092459359,6
6.962280203709635,7
6.969045970382043,5
6.996884397858114,6
7.004390020662485,10
7.006834541709714,5
7.037676114252144,9
7.040615401807587,2
7.065178865103172,7
7.066922183952643,8
7.074213083637096,6
7.139779369742633,8
7.141556609337824,6
7.162476442845224,7
7.173682236041758,6
7.182550871489859,9
7.190770034640088,10
7.221240084883265,7
7.240145511857027,8
7.255800778981816,5
7.2668017086334515,4
7.291834482663202,6
7.317847883820303,12
7.343146391185599,2
7.380789657258731,5
7.4319444576947955,12
7.487892585145354,8
7.49087894836866,6
7.4965193807673165,5
7.524917371481381,8
7.577194422449061,8
7.578342477214677,6
7.588050378540592,8
7.598820797818085,5
7.605706897196023,9
7.612402559586123,5
7.6197488917092695,7
7.642514609344026,8
7.677796172891869,9
7.692904583469036,8
7.729444752510107,1
7.739792724124257,9
7.747157248213554,5
7.753531273523499,8
7.787785166101916,8
7.841683765234745,9
7.841744801063626,5
7.969682397924669,9
7.979920464779891,7
7.9937485036918945,10
8.065708639428353,11
8.066496267366777,7
8.104108581984574,12
8.107172011339776,5
8.13977237662629,7
8.1408570203798,9
8.160681373259555,6
8.163655942865704,7
8.164265797930993,7
8.173373595294755,6
8.176386986506223,9
8.181597716801425,8
8.186567024051305,6
8.201627320047745,7
8.224604822939982,9
8.251799058906952,8
8.285095168693847,6
8.34569599350392,8
8.392244045099732,3
8.40085141676364,8
8.403482866212396,2
8.418925449504547,9
8.447412366823455,5
8.452439516132694,9
8.462005803644132,8
8.473961640262873,4
8.49836777273948,9
8.511677442115666,5
8.523065424769118,7
8.532113485265315,5
8.532617266455023,5
8.560937971535386,2
8.574473113179913,7
8.58339179476612,8
8.6651972206962,7
8.741120649290059,7
8.768987415180511,1
8.79526731185989,7
8.799916085373189,12
8.814574720231382,7
8.841828776758272,7
8.849647390677411,1
8.876653602658346,2
8.8952068376872,5
8.896765424626425,6
8.896788409906012,4
8.908450561333629,8
8.944765729882429,1
11.013001923510735,2
11.081046215907648,9
11.082798667925127,5
11.106980638826958,10
11.16628336875608,5
11.167033946092076,8
11.22076961278876,12
11.245349109681321,5
11.259423433431293,3
11.268677359384945,4
11.293147730261014,2
11.379692408167267,3
11.389295614041977,5
11.46740151124987,8
11.495875735078771,9
11.528937134027212,7
11.54126657867611,10
11.541900947378359,6
11.603152109466388,5
11.613411389210707,8
11.658783366710717,6
11.693682225781489,12
11.723420113688585,9
11.732224886409561,6
11.738033616426371,5
11.761027902502027,10
11.779845395151144,10
11.79480954874993,12
11.798783235773666,7
11.80656114786145,6
11.872945835876408,6
11.8747016726842,7
11.879118307562164,8
11.89633581852112,2
11.939067698512897,7
11.94473202229141,8
11.997934110533338,7
12.036781353094934,4
12.044247103057995,11
12.049173832917603,11
12.05306440774764,2
12.062366270122569,5
12.078853622737011,6
12.102851626968501,5
12.115685353126793,8
12.135674118210344,10
12.22094822626279,7
12.235502165780282,4
12.30779181267971,8
12.347790498438975,8
12.353056064011017,8
12.361150690254668,6
12.37287652428851,8
12.429880757181513,5
12.440972418140351,8
12.442418883639204,6
12.447635229645247,8
12.448881143673322,8
12.461339623435517,8
12.467215502099819,7
12.477554291536604,7
12.52452808859965,5
12.534056540338842,9
12.544614653038739,4
12.548110441374412,4
12.54843040469734,12
12.574477983308164,7
12.588931519083836,3
12.59261624091198,7
12.59424343124635,5
12.601927133893632,10
12.647220438299083,11
12.70025051833346,8
12.709244315281554,7
12.792484037805318,8
12.795188795925588,12
12.803861827218483,7
12.818668012630086,12
12.835533564334668,7
12.839454633852245,12
12.842714004554141,7
12.872253058270633,3
12.9521008043982,5
12.959751240607817,7
12.992732494402473,5
13.025377022033018,8
13.104094361703961,3
13.108356005031586,4
13.131463927991582,9
13.132809280593793,5
13.135890461105259,6
13.153032951028507,4
13.190155861400509,5
13.193685697833779,5
13.215473589757718,8
13.25501092643674,7
13.27705189532817,12
13.31690366931685,9
13.327342330725296,5
13.356032305118127,9
13.375771444601627,10
13.392041236107584,8
13.411150345031377,6
13.43809181036849,5
13.4651441944205,5
13.475164603177783,7
13.516476951408183,8
13.516526391858045,11
13.536546827729037,7
13.559168947133507,8
13.594852043213857,9
13.631666249981235,8
13.701163458188484,9
13.734588401919606,9
13.747354228372677,7
13.757259972710315,9
13.767571769926851,8
13.78819840735827,12
13.828597613120998,4
13.830976595176084,6
13.850496634831332,6
13.855504566390426,8
13.873659478649516,5
13.874456974472903,10
13.888118679373227,6
13.938205260281622,8
13.967955295919657,12
13.968166938398591,7
13.975336015993294,6
13.98981564529287,8
14.006385871716834,9
14.065356340798942,6
14.076953201629209,6
14.12056688577728,6
14.128869867473446,9
14.129514921282805,8
14.136885630068807,4
14.160759896048308,9
14.230008837287704,6
14.246402033239107,5
14.272145137229963,5
14.31529033783061,6
14.335118854259141,9
14.339874963768066,6
14.368526343723762,12
14.434827338603746,5
14.487431198249514,3
14.507467733760837,9
14.539491292375338,6
14.582170460176274,10
14.596269878482053,6
14.651666825375885,12
14.683295376606505,11
14.694696470854426,5
14.69628877587814,6
14.724766771528762,6
14.743508256291609,9
14.790723164838964,6
14.79941587896898,5
14.809516074724877,8
14.817967024119062,9
14.819102317674199,5
14.825816750564762,9
14.832134177957743,9
14.86212761726545,8
14.868467975897913,3
14.873890077562516,4
14.888748079868977,8
14.900018641848105,4
14.955651498229754,8
14.987722389736032,7
17.00756287497814,9
17.048212038860555,8
17.080114846384674,5
17.10659303030799,8
17.122109914010025,7
17.13156768512726,6
17.136439752556733,12
17.179683108870243,6
17.18097695270949,6
17.195777985683545,9
17.21567515239772,8
17.237543324923877,6
17.247231074403178,6
17.256562783701362,10
17.316156104976752,7
17.326461308243992,4
17.339450192542806,5
17.39386440565416,8
17.452199028283435,7
17.491594546741435,2
17.492277856448034,6
17.496766858859168,12
17.51771164338471,4
17.623859324676573,11
17.647474714154605,9
17.65123297704149,8
17.657845304603036,8
17.658885470232658,8
17.67651338577725,8
17.68952675103156,8
17.69498188612654,3
17.714086932132428,5
17.71582496468209,6
17.801728083069793,5
17.81482511374651,5
17.85438509336958,6
17.86862316795561,1
17.87074990127251,6
17.90903252066564,6
17.930948695506977,8
17.933875017527903,7
17.97139509404164,6
17.98778552021489,12
17.999413725770665,8
18.00987996186882,7
18.011517320996244,8
18.04747314311999,9
18.048111033122154,9
18.04980362201073,10
18.05222282717458,10
18.052239141340646,10
18.053920845297007,9
18.05552489954417,10
18.055639091200522,9
18.065052358982506,1
18.120704167981128,5
18.146391847536886,8
18.146993494660027,6
18.157156994310043,4
18.158838737977973,12
18.16325996406118,5
18.171316499192862,12
18.20986035683635,3
18.2617473214367,6
18.262489755364776,1
18.296686401924177,7
18.31908936022638,5
18.327047745170045,6
18.33602841548973,11
18.339515810175083,6
18.3642358313774,5
18.383734649437486,12
18.424089679816454,10
18.438427974716088,5
18.454539254526303,8
18.472100926692928,6
18.475088261748656,8
18.494206468020295,5
18.516266865402255,6
18.54524800146707,9
18.548321333119613,12
18.620723917847148,2
18.622615398312007,9
18.64917165980054,8
18.650380128449388,6
18.673791583542215,5
18.674006352862573,6
18.71846673879953,6
18.732923069742796,8
18.74650358325868,8
18.75957156035846,8
18.777116202540693,8
18.782163073303522,6
18.79234538321851,8
18.793846552403192,4
18.82205693961341,10
18.89738724524506,8
18.9046365690366,5
18.907579082767278,6
18.909479711267718,7
18.926988087601146,8
18.96101389451566,3
18.97769316051384,7
18.99639143290628,5
19.0311920571585,7
19.039547897112037,6
19.052805321872228,5
19.156773834012817,12
19.185901702869856,6
19.198315673654562,9
19.206261225132394,10
19.206897186762756,8
19.220667566621838,9
19.221961977701984,10
19.227653663822025,9
19.233300629041477,1
19.23898069201923,8
19.268207021498693,10
19.278239875631,7
19.28715539039305,5
19.313473329082584,6
19.31741555100175,5
19.333728515092208,7
19.336425597110033,8
19.390934413379725,8
19.432301348446387,9
19.448677634257482,12
19.463179043510664,5
19.5469462513732,6
19.579397014284957,5
19.595118201274378,2
19.634595539924987,5
19.679722605733442,10
19.735836589040044,7
19.743567133184403,5
19.788381749328238,12
19.841695695631373,1
19.903623570846477,7
19.93023739287209,7
19.938824644670575,6
19.93964209015709,6
19.951730511638264,5
19.973260245917693,7
20.023638586046335,11
20.030652502205808,5
20.069423842746094,12
20.07244688779456,2
20.09571455552016,11
20.117308188962394,1
20.181438347695625,9
20.20015024424481,4
