spike_times,unit_ids
-0.9856065113702441,7
-0.9592711976810299,7
-0.9539973579782473,7
-0.9028235062292315,5
-0.9021658393489985,7
-0.8985284571339679,4
-0.8968761311640674,8
-0.8839273594930838,7
-0.8729394873481152,6
-0.8305072533139075,5
-0.7841789725031568,6
-0.773504224802062,2
-0.6830779948437223,5
-0.6591964597469822,8
-0.6440273213487384,7
-0.6279819142072168,8
-0.6149022713980747,5
-0.5710059726249817,8
-0.5258261709126748,7
-0.487906941700719,2
-0.47775673994519563,6
-0.44319873754164985,5
-0.42993882991063503,5
-0.38499277330083026,5
-0.3364982308919442,4
-0.30425131101538283,11
-0.303970203325027,5
-0.30183828598025486,12
-0.29903086854088,9
-0.2963421406199763,7
-0.2539551207345767,10
-0.24912893220850263,8
-0.24545712591531765,8
-0.24215388953563088,7
-0.23000644690138916,6
-0.22358703925800316,8
-0.1488633284831431,5
-0.14453941598899278,7
-0.1415872481569882,8
-0.09744709332043333,8
-0.06924267439643528,8
-0.06384522583921903,5
-0.025605192333833515,12
-0.013789255520397115,12
0.02167530296059672,8
0.05273394899450401,12
0.08631982390115223,10
0.09060801954408904,7
0.09089276068291574,11
0.1411374948008597,7
0.18257335357226712,8
0.18734953565618495,4
0.22694704248117814,2
0.30083378220705637,12
0.3258688541628594,7
0.34640373982003037,7
0.48797928675816715,4
0.5304047353634509,4
0.5871836885289867,5
0.6386272751808297,8
0.6459129458824919,6
0.682132702100517,2
0.7189823024395103,5
0.735431606118867,4
0.7412842941337818,9
0.7492252292529424,7
0.7525191710618315,9
0.7529267337560992,12
0.761781713262043,12
0.7784033574683262,8
0.7970094687947469,7
0.8677032984759461,7
0.8968910439566395,8
0.9373863195899406,12
1.0030325893743992,5
1.0062725171601754,7
1.0226847977218756,5
1.0326006966023906,6
1.0554022181725997,10
1.071549368149517,1
1.081270243220213,6
1.1366172066709432,4
1.1468757762465722,8
1.1882614307042703,12
1.231700196104433,7
1.2517198314284728,7
1.2636744243395985,8
1.2670594215217894,1
1.2701873017352876,7
1.274859802996413,6
1.2848385564126312,7
1.2999278615555303,5
1.3152257846006867,4
1.31738726323789,7
1.394031481990536,5
1.4039337545154067,5
1.4049681679742185,5
1.4519113577404787,3
1.452182667445323,6
1.4815372355084089,5
1.5067563705178832,9
1.5597510917152477,3
1.591585338872202,5
1.5965903579335503,5
1.6187223109570272,5
1.6202267893583615,5
1.6211066615636658,12
1.6255991345150052,9
1.6766574094222757,12
1.6842378462714174,12
1.7129796823766446,7
1.7341446371602074,5
1.7741728485302346,3
1.7822862273961422,10
1.7942205199051542,3
1.802316020981978,11
1.8107639528385273,8
1.8264811051129426,5
1.8493872365571256,2
1.8944971547677174,9
1.9001239341016098,8
1.9012142938751122,8
1.939757653415278,10
1.9398287956292064,12
1.9460211095048912,4
1.9517041589250692,6
1.9720021276457418,9
1.974552258629889,12
1.9859295922386007,10
2.01822182565155,7
2.023271935735826,7
2.0243159664314536,4
2.056303275681837,9
2.0575587600166445,8
2.071188648460229,7
2.0944429607559285,7
2.1007780013774267,7
2.1181648276216563,7
2.118817916268072,9
2.188121159723761,11
2.1952429877980446,4
2.280772362440856,4
2.2818547747734,7
2.286541252128284,5
2.318975630293761,7
2.3509150125520786,8
2.4089529444142697,6
2.441530501373377,8
2.46559801813246,5
2.468660641994126,9
2.492517693818864,4
2.4944203047025812,8
2.5426446347075764,5
2.5495288823237354,8
2.5552008115994624,2
2.683006773416357,7
2.695974206093698,6
2.7224521152615053,4
2.8129010091300777,12
2.8144684825889357,7
2.8172222002012157,2
2.8359801205122057,6
2.8448753109694547,7
2.8647223762550533,12
2.8877041827583,8
2.962648414677925,6
5.0197105377543645,12
5.025386355660345,11
5.0664962673667775,7
5.080233745661642,6
5.1041085819845735,12
5.113238045840755,9
5.128045838957773,4
5.128879721910649,4
5.129159415151495,1
5.13401522845064,2
5.13977237662629,7
5.160681373259556,6
5.173373595294755,6
5.18123306616566,7
5.184521019356377,5
5.186567024051306,6
5.201627320047745,7
5.20934932333671,5
5.209905593095586,10
5.245957728384508,6
5.276877648147204,5
5.285095168693847,6
5.342081748715907,8
5.370472102791382,5
5.403482866212397,2
5.450544135310094,1
5.4508393714041325,9
5.484522985191021,5
5.569889684871317,8
5.574473113179912,7
5.730867475203644,7
5.741120649290059,7
5.748259690383659,5
5.749960470399178,10
5.7624586857406905,8
5.783653012741143,3
5.79526731185989,7
5.806201279793061,5
5.821257304672013,8
5.841828776758272,7
5.876653602658345,2
5.87676563676175,8
5.896765424626425,6
5.898054289440713,10
5.925568512906777,9
5.934367014769014,9
5.938340456821038,7
5.984841198962335,9
6.026003847021472,12
6.029089331335764,2
6.040142395555453,5
6.073366405781195,5
6.081737232532958,4
6.177405067514111,4
6.214344022679552,5
6.306702806232161,8
6.337870126144329,4
6.354020968553494,4
6.363195433602852,8
6.374087497115047,6
6.409968590831642,12
6.449209645879964,9
6.458502790465283,8
6.484941007269459,5
6.5035981178139055,8
6.504873888688041,5
6.5164887765979165,3
6.538486461898762,5
6.557180678063917,4
6.559958187320568,6
6.5862954605220265,12
6.647358472808487,6
6.666998343382288,9
6.691391987007838,8
6.692691988731923,9
6.693906403792456,9
6.717660968247005,7
6.753888858849815,7
6.754568326209245,5
6.784890214845271,7
6.79436705923691,12
6.796337387181887,9
6.80170283352728,8
6.850872877232834,6
6.878269817140437,7
6.894824733646909,5
6.904435881779614,9
6.904879032265387,9
6.9065776694960554,10
6.918271512476522,3
6.924011607288265,8
6.925069432266296,5
6.984232586159076,3
7.01522075736891,6
7.023354884231332,5
7.046130849538239,7
7.04878053865516,10
7.0642269705306315,5
7.065234532910046,5
7.0747912058758455,9
7.085448886695192,8
7.11352578602786,6
7.1432253789398,6
7.1667835895322405,8
7.236256480915792,1
7.282295265770594,8
7.3303944413924,7
7.336170273141292,12
7.337286439848862,6
7.343401368811714,1
7.3878968889342005,8
7.426699171769105,5
7.440073073092149,8
7.444505136786132,8
7.4750024962194965,9
7.494941876267513,5
7.538985866383873,6
7.551055233390021,10
7.629149440462764,7
7.633198878943154,7
7.7544010816262166,7
7.790413675374399,5
7.79267163704224,12
7.8169011226672565,8
7.839711232825521,9
7.853175250322989,3
7.858751978255172,6
7.89456667922363,8
8.02653220387382,12
8.051823536822427,6
8.085349668078644,9
8.127580302795565,5
8.134414676938974,6
8.139272072663386,7
8.148662727753113,9
8.178035966869752,9
8.18192813049527,10
8.206333718405793,4
8.283775905798725,5
8.334905614657085,7
8.33660427819392,6
8.363082296398636,5
8.392244045099732,2
8.414624123727023,9
8.43165954622968,5
8.481140101854818,6
8.532589432551585,6
8.53346109197632,7
8.537106541818547,5
8.565133183589209,8
8.58684111802088,5
8.620072755928513,7
8.627708053071418,7
8.66353737201671,9
8.74543947418433,5
8.77231839173564,1
8.794025189270297,7
8.861785621013517,10
8.872123908944152,8
8.893892583050958,7
8.932118282483613,8
8.939832123613476,7
8.946115462133633,10
8.961070317469455,9
11.01099582865848,4
11.065356340798942,6
11.076953201629209,6
11.081046215907648,8
11.106980638826958,9
11.12056688577728,6
11.12518579220255,12
11.136885630068807,4
11.163623821191669,10
11.176528032005509,7
11.200524726700337,12
11.220183201949812,8
